channel_id,display_name,Telus_Optik_Vancouver_BC_CA,Rogers_Toronto_ON_CA,Xfinity_Chicago_IL_US,Broadcast_LosAngeles_CA_US,Verizon_FIOS_NewYork_NY_US
6542.stations.xmltv.tvmedia.ca,"ION (WCPX) Chicago, IL HD",,,Y,,
6543.stations.xmltv.tvmedia.ca,"Localish (KABC-TV2) HD Los Angeles, CA",,,,Y,
655.stations.xmltv.tvmedia.ca,MS NOW USA,,,Y,,Y
6551.stations.xmltv.tvmedia.ca,Discovery Familia,,,,,Y
656.stations.xmltv.tvmedia.ca,MTV USA - Eastern Feed,,,Y,,Y
6566.stations.xmltv.tvmedia.ca,"CBS (WBBM) Chicago, IL HD",,,Y,,
657.stations.xmltv.tvmedia.ca,National Geographic US - Eastern,,,Y,,Y
658.stations.xmltv.tvmedia.ca,Nickelodeon USA - East Feed,,,,,Y
659.stations.xmltv.tvmedia.ca,Oxygen True Crime - Eastern Feed,,,Y,,Y
661.stations.xmltv.tvmedia.ca,Cartoon Network USA - Eastern Feed,,,Y,,Y
662.stations.xmltv.tvmedia.ca,Travel US - East,,,,,Y
663.stations.xmltv.tvmedia.ca,VH1 - Eastern Feed,,,Y,,Y
664.stations.xmltv.tvmedia.ca,WE (Women's Entertainment) - Eastern,,,,,Y
665.stations.xmltv.tvmedia.ca,Paramount+ with Showtime - Eastern Feed,,,Y,,Y
6659.stations.xmltv.tvmedia.ca,E! Entertainment USA HD - East,,,Y,,Y
666.stations.xmltv.tvmedia.ca,TMC (US) - Eastern Feed,,,Y,,Y
667.stations.xmltv.tvmedia.ca,Starz Encore - Eastern,,,Y,,Y
668.stations.xmltv.tvmedia.ca,Fox Sports 1,,,,,Y
669.stations.xmltv.tvmedia.ca,"CW (WNLO) Buffalo, NY",,Y,,,
6779.stations.xmltv.tvmedia.ca,TLC Canada HD,Y,Y,,,
6781.stations.xmltv.tvmedia.ca,Wild TV HD,,Y,,,
6787.stations.xmltv.tvmedia.ca,CBC On Demand,Y,,,,
6790.stations.xmltv.tvmedia.ca,Bloomberg TV USA HD,,,Y,,Y
6791.stations.xmltv.tvmedia.ca,Cottage Life HD,Y,Y,,,
6797.stations.xmltv.tvmedia.ca,CTV Drama HD,Y,Y,,,
6805.stations.xmltv.tvmedia.ca,"CBC (CBHT) Halifax, NS HD",Y,,,,
6809.stations.xmltv.tvmedia.ca,"CBC (CBRT) Calgary, AB HD",Y,,,,
6810.stations.xmltv.tvmedia.ca,"CBC (CBWT) Winnipeg, MB HD",Y,,,,
6812.stations.xmltv.tvmedia.ca,CTV (CJCH) Halifax HD,Y,,,,
6822.stations.xmltv.tvmedia.ca,History Canada HD East,Y,Y,,,
6828.stations.xmltv.tvmedia.ca,Daystar  - Network,,,,,Y
6829.stations.xmltv.tvmedia.ca,CentroAmérica TV,,,,,Y
6830.stations.xmltv.tvmedia.ca,Cine Estelar,,,,,Y
6837.stations.xmltv.tvmedia.ca,BET Her,,,,,Y
6846.stations.xmltv.tvmedia.ca,Oxygen True Crime HD - Eastern,,,Y,,Y
6855.stations.xmltv.tvmedia.ca,"PBS (WNED) Buffalo, NY HD",,Y,,,
6867.stations.xmltv.tvmedia.ca,Disney Junior USA - East,,,,,Y
69.stations.xmltv.tvmedia.ca,"CTV (CKCO) Kitchener, ON",,Y,,,
6917.stations.xmltv.tvmedia.ca,Cartoon Network USA HD - Eastern,,,Y,,Y
6921.stations.xmltv.tvmedia.ca,NFL RedZone,,,,,Y
6954.stations.xmltv.tvmedia.ca,GMA/Pinoy TV,,,,,Y
6957.stations.xmltv.tvmedia.ca,Comedy Central HD - Eastern Feed,,,Y,,Y
6981.stations.xmltv.tvmedia.ca,RACER Network USA HD,,,,,Y
6985.stations.xmltv.tvmedia.ca,CBS Sports Network USA HD,,,,,Y
6994.stations.xmltv.tvmedia.ca,HLN HD,,Y,Y,,
6995.stations.xmltv.tvmedia.ca,MS NOW HD,,,Y,,Y
6996.stations.xmltv.tvmedia.ca,truTV USA - East HD,,,,,Y
6997.stations.xmltv.tvmedia.ca,Investigation Discovery USA HD - Eastern,,,Y,,Y
70.stations.xmltv.tvmedia.ca,CNN,,Y,Y,,Y
7027.stations.xmltv.tvmedia.ca,"NJ PBS (WNJT) Trenton, NJ HD",,,,,Y
7049.stations.xmltv.tvmedia.ca,Turner Classic Movies USA HD,,,Y,,
7050.stations.xmltv.tvmedia.ca,Turner Classic Movies Canada HD,Y,,,,
7051.stations.xmltv.tvmedia.ca,The Tennis Channel HD,,,,,Y
7055.stations.xmltv.tvmedia.ca,Game Show Network - East HD,,,,,Y
7074.stations.xmltv.tvmedia.ca,AYM Sports,,,,,Y
7076.stations.xmltv.tvmedia.ca,Gran Cine,,,,,Y
7082.stations.xmltv.tvmedia.ca,TV One HD,,,,,Y
7087.stations.xmltv.tvmedia.ca,Starz Cinema HD - Eastern,,,,,Y
7088.stations.xmltv.tvmedia.ca,Starz Comedy HD - Eastern,,,,,Y
7089.stations.xmltv.tvmedia.ca,Starz Edge HD - Eastern,,,,,Y
7090.stations.xmltv.tvmedia.ca,Starz In Black HD - Eastern,,,,,Y
7091.stations.xmltv.tvmedia.ca,Starz Kids & Family HD - Eastern,,,,,Y
7092.stations.xmltv.tvmedia.ca,Cinemáx HD,,,,,Y
7093.stations.xmltv.tvmedia.ca,5 Star Max HD - Eastern,,,,,Y
7094.stations.xmltv.tvmedia.ca,ActionMax - Eastern HD,,,,,Y
7096.stations.xmltv.tvmedia.ca,HBO Latino (HBO 7) HD - Eastern,,,,,Y
7097.stations.xmltv.tvmedia.ca,MoreMax - Eastern HD,,,Y,,Y
7099.stations.xmltv.tvmedia.ca,HBO Signature (HBO 3) - Eastern HD,,,Y,,Y
7100.stations.xmltv.tvmedia.ca,ThrillerMax - East HD,,,,,Y
7102.stations.xmltv.tvmedia.ca,HBO Zone HD - East,,,Y,,Y
7104.stations.xmltv.tvmedia.ca,HBO Family - Eastern Feed HD,,,,,Y
7105.stations.xmltv.tvmedia.ca,HBO Comedy HD - East,,,,,Y
7107.stations.xmltv.tvmedia.ca,Showtime Extreme HD - Eastern,,,,,Y
7110.stations.xmltv.tvmedia.ca,SHOXBET HD - Eastern,,,,,Y
7111.stations.xmltv.tvmedia.ca,Showtime 2 HD - Eastern,,,,,Y
7113.stations.xmltv.tvmedia.ca,TMC Xtra HD - Eastern,,,,,Y
7137.stations.xmltv.tvmedia.ca,Crave3 - East HD,,Y,,,
7139.stations.xmltv.tvmedia.ca,Crave2 - East HD,,Y,,,
7176.stations.xmltv.tvmedia.ca,"CTV Montreal (CFCF), QC HD",Y,,,,
72.stations.xmltv.tvmedia.ca,Crave1 - East,,Y,,,
7237.stations.xmltv.tvmedia.ca,HSN  - Home Shopping Network HD,,,Y,,Y
7289.stations.xmltv.tvmedia.ca,"MHz Worldview (WNYJ-DT2) Milford, NJ",,,,,Y
7291.stations.xmltv.tvmedia.ca,"V-Me (WNET-DT3) New York, NY",,,,,Y
7292.stations.xmltv.tvmedia.ca,NJ PBS (NJTV),,,,,Y
7298.stations.xmltv.tvmedia.ca,Jewish Life Television HD,,,,,Y
73.stations.xmltv.tvmedia.ca,Much Music,,Y,,,
7300.stations.xmltv.tvmedia.ca,VICE HD,,,Y,,Y
7305.stations.xmltv.tvmedia.ca,"UNI (WXTV) Teaneck, NJ HD",,,,,Y
7307.stations.xmltv.tvmedia.ca,"Telemundo (WNJU) Teterboro, NJ HD",,,,,Y
7310.stations.xmltv.tvmedia.ca,"UniMás (WFTY) New York, NY HD",,,,,Y
7335.stations.xmltv.tvmedia.ca,AccuWeather HD,,,,,Y
7336.stations.xmltv.tvmedia.ca,Adult Swim - East HD,,Y,,,
74.stations.xmltv.tvmedia.ca,CBC News Network,,Y,,,
7460.stations.xmltv.tvmedia.ca,UP HD,,,,,Y
7506.stations.xmltv.tvmedia.ca,FXX USA HD - Eastern,,,Y,,Y
7536.stations.xmltv.tvmedia.ca,NFL RedZone HD,,,,,Y
7537.stations.xmltv.tvmedia.ca,National Geographic Wild,,,Y,,Y
7538.stations.xmltv.tvmedia.ca,FOX Soccer Plus,,,,,Y
7566.stations.xmltv.tvmedia.ca,Showtime 2 HD - Pacific,,,,,Y
7568.stations.xmltv.tvmedia.ca,SHOXBET HD - Pacific,,,,,Y
7569.stations.xmltv.tvmedia.ca,Showtime Extreme HD - Pacific,,,,,Y
7609.stations.xmltv.tvmedia.ca,MGM+ - East,,,Y,,Y
7610.stations.xmltv.tvmedia.ca,MGM+ HD - East,,,Y,,Y
7711.stations.xmltv.tvmedia.ca,HBO Signature (HBO 3) - Pacific HD,,,,,Y
7726.stations.xmltv.tvmedia.ca,Milenio,,,,,Y
7783.stations.xmltv.tvmedia.ca,Tele El Salvador,,,,,Y
7807.stations.xmltv.tvmedia.ca,MovieTime HD,,Y,,,
7901.stations.xmltv.tvmedia.ca,"CTV2 Toronto, ON HD",,Y,,,
7935.stations.xmltv.tvmedia.ca,MLS Direct Kick 1 HD,,,,,Y
7939.stations.xmltv.tvmedia.ca,MLS Direct Kick 1,,,,,Y
7950.stations.xmltv.tvmedia.ca,"CTV (CKY) Winnipeg, MB HD",Y,,,,
8113.stations.xmltv.tvmedia.ca,The Cooking Channel HD,,,Y,,Y
8114.stations.xmltv.tvmedia.ca,Magnolia HD - East,,,Y,,Y
8136.stations.xmltv.tvmedia.ca,Univision - Eastern Feed HD,,,,,Y
8137.stations.xmltv.tvmedia.ca,Univision - Pacific Feed HD,,,Y,,
8206.stations.xmltv.tvmedia.ca,Starz On Demand HD,Y,,,,
8252.stations.xmltv.tvmedia.ca,HBO Canada East On Demand,,Y,,,
8264.stations.xmltv.tvmedia.ca,SundanceTV USA - East HD,,,Y,,Y
8267.stations.xmltv.tvmedia.ca,National Geographic HD On Demand,,Y,,,
8368.stations.xmltv.tvmedia.ca,AMC - Canada HD,Y,Y,,,
8389.stations.xmltv.tvmedia.ca,Flavour Network HD,Y,Y,,,
8399.stations.xmltv.tvmedia.ca,TVO (TV Ontario) HD,,Y,,,
84.stations.xmltv.tvmedia.ca,HBO1,,Y,,,
8435.stations.xmltv.tvmedia.ca,NASA Public Educational Channel HD,,Y,,,
8451.stations.xmltv.tvmedia.ca,USA Network (CAN) HD,Y,Y,,,
8457.stations.xmltv.tvmedia.ca,History 2 Canada HD,Y,,,,
8458.stations.xmltv.tvmedia.ca,Oxygen True Crime Canada HD,Y,,,,
8463.stations.xmltv.tvmedia.ca,FX Movie Channel HD,,,Y,,Y
8469.stations.xmltv.tvmedia.ca,HBO Comedy HD - Pacific,,,,,Y
8470.stations.xmltv.tvmedia.ca,HBO Zone HD - Pacific,,,,,Y
8471.stations.xmltv.tvmedia.ca,HBO Latino (HBO 7) HD - Pacific,,,,,Y
8472.stations.xmltv.tvmedia.ca,MoreMax - Pacific HD,,,,,Y
8475.stations.xmltv.tvmedia.ca,Crave2 - West HD,Y,,,,
8488.stations.xmltv.tvmedia.ca,"CITY Calgary, AB HD",Y,,,,
8499.stations.xmltv.tvmedia.ca,"PBS (KSPS) Spokane, WA HD",Y,,,,
85.stations.xmltv.tvmedia.ca,Crave3 - East,,Y,,,
8518.stations.xmltv.tvmedia.ca,Discovery Family Channel HD,,,,,Y
8558.stations.xmltv.tvmedia.ca,E! Canada HD,Y,Y,,,
8581.stations.xmltv.tvmedia.ca,"UNI (WGBO) Chicago, IL HD",,,Y,,
8582.stations.xmltv.tvmedia.ca,CW26 (WCIU)  Chicago IL HD,,,Y,,
8583.stations.xmltv.tvmedia.ca,"FOX (WFLD) Chicago, IL HD",,,Y,,
8584.stations.xmltv.tvmedia.ca,"PBS (WTTW) Chicago, IL HD",,,Y,,
8587.stations.xmltv.tvmedia.ca,Oprah Winfrey Network USA Eastern HD,,,Y,,Y
8589.stations.xmltv.tvmedia.ca,"PBS (WTTW2) Chicago, IL Prime",,,Y,,
86.stations.xmltv.tvmedia.ca,Crave2 - East,,Y,,,
8675.stations.xmltv.tvmedia.ca,SBS (Korean),,,,,Y
8680.stations.xmltv.tvmedia.ca,RTR Planeta,,,,,Y
8683.stations.xmltv.tvmedia.ca,Jus Punjabi,,,,,Y
8777.stations.xmltv.tvmedia.ca,Family Channel Canada - East HD,Y,,,,
8793.stations.xmltv.tvmedia.ca,Home Network HD,Y,Y,,,
88.stations.xmltv.tvmedia.ca,"CBS (WIVB) Buffalo, NY",,Y,,,
8815.stations.xmltv.tvmedia.ca,TV Land - Eastern HD,,,Y,,Y
8836.stations.xmltv.tvmedia.ca,ReelzChannel HD,,,,,Y
8837.stations.xmltv.tvmedia.ca,RETROplex HD,,,,,Y
8838.stations.xmltv.tvmedia.ca,Ovation HD,,,,,Y
8844.stations.xmltv.tvmedia.ca,"PBS SoCal2 (KOCE-TV2) Huntington Beach, CA",,,,Y,
8887.stations.xmltv.tvmedia.ca,Hollywood Suite 2010s+,,Y,,,
8889.stations.xmltv.tvmedia.ca,Pasiones USA,,,,,Y
8896.stations.xmltv.tvmedia.ca,Multimedios,,,,,Y
89.stations.xmltv.tvmedia.ca,"ABC (WKBW) Buffalo, NY",,Y,,,
8907.stations.xmltv.tvmedia.ca,Zee TV (India),,,,,Y
8966.stations.xmltv.tvmedia.ca,Zoom,,Y,,,
8980.stations.xmltv.tvmedia.ca,RTPi America,,,,,Y
90.stations.xmltv.tvmedia.ca,"KTLA Los Angeles, CA",,Y,,Y,
9026.stations.xmltv.tvmedia.ca,INDIEplex HD,,,,,Y
9029.stations.xmltv.tvmedia.ca,ESPN Buzzer Beater HD,,,,,Y
9092.stations.xmltv.tvmedia.ca,"Charge! (KABC-TV3) Los Angeles, CA",,,,Y,
91.stations.xmltv.tvmedia.ca,"NBC (WGRZ) Buffalo, NY",,Y,,,
9116.stations.xmltv.tvmedia.ca,Documentary Channel (Canada) HD,Y,Y,,,
92.stations.xmltv.tvmedia.ca,"PBS (WNED) Buffalo, NY",,Y,,,
9221.stations.xmltv.tvmedia.ca,UNI (KVOS) Bellingham,Y,,,,
9309.stations.xmltv.tvmedia.ca,OUTtv HD,Y,Y,,,
9388.stations.xmltv.tvmedia.ca,SonLife Network,,,,,Y
9390.stations.xmltv.tvmedia.ca,Semillitas TV,,,,,Y
9396.stations.xmltv.tvmedia.ca,Much Music HD,Y,Y,,,
9440.stations.xmltv.tvmedia.ca,Weather Network HD,,Y,,,
9505.stations.xmltv.tvmedia.ca,Bravo Canada HD,Y,Y,,,
9574.stations.xmltv.tvmedia.ca,"WLNY TV10/55, Riverhead, NY",,,,,Y
9577.stations.xmltv.tvmedia.ca,National Geographic Mundo,,,,,Y
9579.stations.xmltv.tvmedia.ca,National Geographic Wild HD,,,Y,,Y
9604.stations.xmltv.tvmedia.ca,TFC - The Filipino Channel,,,,,Y
9617.stations.xmltv.tvmedia.ca,MLB Extra Innings 1 HD,,,,,Y
9618.stations.xmltv.tvmedia.ca,MLB Extra Innings 2 HD,,,,,Y
9619.stations.xmltv.tvmedia.ca,MLB Extra Innings 3 HD,,,,,Y
9620.stations.xmltv.tvmedia.ca,MLB Extra Innings 4 HD,,,,,Y
9621.stations.xmltv.tvmedia.ca,MLB Extra Innings 5 HD,,,,,Y
9622.stations.xmltv.tvmedia.ca,MLB Extra Innings 7 HD,,,,,Y
9623.stations.xmltv.tvmedia.ca,MLB Extra Innings 6 HD,,,,,Y
9624.stations.xmltv.tvmedia.ca,MLB Extra Innings 8 HD,,,,,Y
9625.stations.xmltv.tvmedia.ca,MLB Extra Innings 9 HD,,,,,Y
9631.stations.xmltv.tvmedia.ca,T+E Totally Entertaining HD,Y,Y,,,
9632.stations.xmltv.tvmedia.ca,Slice HD,Y,Y,,,
9652.stations.xmltv.tvmedia.ca,W (WTN) - East HD,Y,Y,,,
9689.stations.xmltv.tvmedia.ca,"CHEK Vancouver Island, BC HD",Y,,,,
9699.stations.xmltv.tvmedia.ca,CTV2  - Network HD,Y,,,,
9723.stations.xmltv.tvmedia.ca,"Court TV (WPIX3) New York, NY",,,,,Y
9982.stations.xmltv.tvmedia.ca,ESPN College Extra 1,,,,,Y
